,source_name,url,title,date,words_count,words_converted,ratio,topic,author,gender_author,headline,counter_list,pers_pron_fem,pers_pron_masc,deter_pron_fem,deter_pron_masc,noun_fem,noun_masc,adj_conn_fem,adj_conn_masc,title_fem,title_masc,rt_pers_pron_fem,rt_pers_pron_masc,rt_deter_pron_fem,rt_deter_pron_masc,rt_noun_fem,rt_noun_masc,rt_adj_conn_fem,rt_adj_conn_masc,rt_title_fem,rt_title_masc,sum_rt_noun,sum_rt_adj,sum_rt_title,sum_rt_global_bias,max_rt,max_rt_cat,min_rt,min_rt,source_ml,topic_ml,sex_ml,fem_noun_arr,Male_noun_arr,adj_fem_arr,adj_masc_arr,title_fem_arr,title_masc_arr
168,cnn,https://www.cnn.com/2021/01/21/us/vaccine-tourism-florida-new-york/index.html,"""Florida issues new Covid-19 vaccine residency rules to cut down on 'vaccine tourism'""",2021-01-21,999,12,1.201,travel,Eric Levenson,male,None,"""{'he': 9, 'her': 1, 'him': 1, 'boy': 1}""",0,9,1,1,0,1,0,0,0,0,0,75,8,8,0,8,0,0,0,0,8,0,0,1,75,per pron masc,8,deter fem,4,10,0,NaN,"""""""Male nouns = ['boy']""""""",NaN,NaN,NaN,NaN
169,cnn,https://www.cnn.com/2021/01/22/europe/europe-covid-medical-masks-intl/index.html,"""European countries mandate medical-grade masks over homemade cloth face coverings""",2021-01-22,968,0,0.000,world,Eliza Mackintosh,female,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,11,1,0,0,0,0,0,0
170,cnn,https://www.cnn.com/style/article/cave-art-indonesia-oldest-figurative-art-animal-image-scn-trnd/index.html,"""A warty pig painted on a cave wall 45,500 years ago is the world's oldest depiction of an animal""",2021-01-13,928,1,0.108,social science,Katie Hunt,female,None,"""{'man': 1}""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,4,12,1,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
171,cnn,https://www.cnn.com/2021/01/21/politics/qanon-conspiracy-donald-trump/index.html,"""Is the QAnon movement dead?""",2021-01-21,836,26,3.110,social science,Chris Cillizza,male,None,"""{'him': 6, 'he': 4, 'guy': 3, 'He was': 2, 'He': 2, 'he was': 2, 'his': 1, 'himself': 1, ""he isn't"": 1, 'he does': 1}""",0,15,0,8,0,3,0,0,0,0,0,58,0,31,0,12,0,0,0,0,12,0,0,2,58,per pron masc,12,masc noun,4,12,0,NaN,"""""""Male nouns = ['guy']""""""",NaN,NaN,NaN,NaN
172,newsweek,https://www.newsweek.com/guitar-hero-wayne-kramer-brings-music-workshops-prisons-1511267,"""Guitar Hero Wayne Kramer Brings Music Workshops to Prisons""",2020-06-17,1050,44,4.190,culture,Bart Vandever,male,None,"""{'his': 11, 'he': 9, 'him': 8, 'He': 4, 'men': 2, 'Men': 1, 'Man': 1, 'United Kingdom': 1, 'man': 1, 'he was': 1, 'wife': 1, ""He's"": 1, 'women': 1, 'His': 1, 'mother': 1, 'son': 1}""",0,15,0,20,3,6,0,0,0,0,0,34,0,45,7,14,0,0,0,0,20,0,0,3,45,deter masc,7,fem noun,6,2,0,"""""""Female nouns = ['women', 'wife', 'mother']""""""","""""""Male nouns = ['men', 'man', 'Men', 'Man', 'son']""""""",NaN,NaN,NaN,NaN
173,newsweek,https://www.newsweek.com/jane-goodall-says-pandemic-due-little-respect-natural-world-theres-hope-this-planet-yet-1499315,"""Jane Goodall Says Pandemic Is Due to 'Little Respect for the Natural World' but There's Hope for This Planet Yet""",2020-04-22,815,11,1.350,culture,Kathleen Rellihan,female,None,"""{'her': 4, 'women': 2, 'guy': 1, 'she': 1, 'Her': 1, ""she's"": 1, 'guys': 1}""",2,0,5,0,2,2,0,0,0,0,18,0,45,0,18,18,0,0,0,0,36,0,0,6,45,deter fem,18,pers pron fem,6,2,1,"""""""Female nouns = ['women']""""""","""""""Male nouns = ['guy', 'guys']""""""",NaN,NaN,NaN,NaN
174,newsweek,https://www.newsweek.com/zip-tie-guy-eric-manchel-granted-pretrial-release-judge-1563869,"""'Zip Tie Guy' Eric Munchel Granted Pretrial Release By Judge""",2021-01-22,268,5,1.866,local news,Daniel Villarreal,male,None,"""{'his': 2, 'he': 2, 'Mr': 1}""",0,2,0,2,0,0,0,0,0,1,0,40,0,40,0,0,0,0,0,20,0,0,20,3,40,per pron masc,20,title masc,6,5,0,NaN,NaN,NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
175,newsweek,https://www.newsweek.com/oregon-hospitals-warn-states-covid-19-vaccination-plan-could-trigger-potential-chaos-1563863,"""Oregon Hospitals Warn State's COVID-19 Vaccination Plan Could Trigger 'Potential Chaos'""",2021-01-22,541,4,0.739,local news,Meghan Roos,female,None,"""{'She': 2, 'she': 1, 'her': 1}""",3,0,1,0,0,0,0,0,0,0,75,0,25,0,0,0,0,0,0,0,0,0,0,0,75,pers pron fem,25,deter fem,6,5,1,NaN,NaN,NaN,NaN,NaN,NaN
176,newsweek,https://www.newsweek.com/nick-ut-why-i-accepted-trumps-medal-freedom-1561181,"""Nick Ut: Why I Accepted Trump's Medal Of Arts""",2021-01-13,1812,76,4.194,people,Nick Ut,male,None,"""{'her': 10, 'his': 8, 'him': 8, 'she': 8, 'she was': 6, 'he was': 5, 'He was': 4, 'he': 4, 'girl': 3, 'Girl': 3, 'He': 3, 'King': 2, 'brother': 2, 'She': 2, 'he is': 1, 'Pope': 1, 'policemen': 1, 'man': 1, ""He's"": 1, 'sister': 1, 'wife': 1, 'Uncle': 1}""",16,18,10,16,8,8,0,0,0,0,21,24,13,21,11,11,0,0,0,0,21,0,0,4,24,per pron masc,11,fem noun,6,6,0,"""""""Female nouns = ['wife', 'girl', 'Girl', 'sister']""""""","""""""Male nouns = ['man', 'King', 'brother', 'Pope', 'policemen', 'Uncle']""""""",NaN,NaN,NaN,NaN
177,newsweek,https://www.newsweek.com/jojo-siwa-proudly-wears-best-gay-cousin-shirt-amid-sexuality-speculation-1563843,"""JoJo Siwa Proudly Wears 'Best Gay Cousin' Shirt Amid Sexuality Speculation""",2021-01-22,412,24,5.825,people,Marina Watts,female,None,"""{'her': 9, 'She': 4, 'herself': 3, 'she': 2, ""she's"": 2, 'woman': 1, 'Lady': 1, 'she was': 1, 'she does': 1}""",10,0,12,0,1,0,0,0,1,0,42,0,50,0,4,0,0,0,4,0,4,0,4,1,50,deter fem,4,fem noun,6,6,1,"""""""Female nouns = ['woman']""""""",NaN,NaN,NaN,"""""""Female titles = ['Lady']""""""",NaN
178,newsweek,https://www.newsweek.com/stephen-miller-joe-biden-immigration-plan-1563688,"""Stephen Miller Outraged at Joe Biden's Immigration Plan: 'That's Just Wrong'""",2021-01-22,454,12,2.643,politics,Tom Batchelor,male,None,"""{'his': 4, 'he': 3, 'He': 2, 'he was': 2, 'she': 1}""",1,7,0,4,0,0,0,0,0,0,8,58,0,33,0,0,0,0,0,0,0,0,0,0,58,per pron masc,8,pers pron fem,6,7,0,NaN,NaN,NaN,NaN,NaN,NaN
179,newsweek,https://www.newsweek.com/white-house-dodges-taking-position-trump-impeachment-trial-says-biden-leaving-it-congress-1563819,"""White House Dodges Taking a Position on Trump Impeachment Trial, Says Biden Leaving it to Congress""",2021-01-22,613,12,1.958,politics,Elizabeth Crisp,female,None,"""{'he': 3, 'he has': 3, 'his': 3, 'He': 1, 'him': 1, ""He's"": 1}""",0,8,0,4,0,0,0,0,0,0,0,67,0,33,0,0,0,0,0,0,0,0,0,0,67,per pron masc,33,deter masc,6,7,1,NaN,NaN,NaN,NaN,NaN,NaN
180,newsweek,https://www.newsweek.com/rip-hank-aaron-braves-legend-dies-86-hall-fame-1563735,"""Hank Aaron, Baseball Hall of Famer, Dead at 86""",2021-01-22,444,28,6.306,sports,James Crowley,male,None,"""{'his': 9, 'he': 9, 'He': 3, 'he was': 3, 'daughter': 1, 'King': 1, 'him': 1, 'He was': 1}""",0,16,0,10,1,1,0,0,0,0,0,57,0,36,4,4,0,0,0,0,7,0,0,1,57,per pron masc,4,fem noun,6,8,0,"""""""Female nouns = ['daughter']""""""","""""""Male nouns = ['King']""""""",NaN,NaN,NaN,NaN
181,newsweek,https://www.newsweek.com/transgender-threat-womens-sports-opinion-1540418,"""The Transgender Threat to Women's Sports | Opinion""",2020-10-20,1035,65,6.280,sports,Abigail Shrier,female,None,"""{'male': 12, 'women': 9, 'boys': 6, 'girls ': 5, 'female': 5, 'men': 4, 'woman': 3, 'her': 3, 'man': 2, 'his': 2, 'he': 2, 'sisters': 2, 'Girls': 2, 'boy': 1, 'she': 1, 'She': 1, 'Her': 1, 'He': 1, 'girl': 1, 'Male': 1, 'emperor': 1}""",2,3,4,2,17,14,10,13,0,0,3,5,6,3,26,22,15,20,0,0,48,35,0,14,26,fem noun,3,pers pron fem,6,8,1,"""""""Female nouns = ['women', 'woman', 'girl', 'sisters', 'Girls']""""""","""""""Male nouns = ['men', 'man', 'emperor', 'boy', 'boys']""""""","""""""Adjectives with femenine connotation = ['female', 'female']""""""","""""""Adjectives with masculine connotation = ['Male', 'male']""""""",NaN,NaN
182,newsweek,https://www.newsweek.com/native-tiktok-offers-fresh-look-inside-indigenous-culture-1547839,"""""Native TikTok"" Offers Fresh Look Inside Indigenous Culture""",2020-11-27,906,34,3.753,technology,Alexandra Schonfeld,female,None,"""{'his': 10, 'he': 4, 'He': 4, 'her': 4, 'himself': 3, 'she': 3, 'him': 1, 'He is': 1, 'mother': 1, 'father': 1, 'She': 1, 'he has': 1}""",4,10,4,14,1,1,0,0,0,0,12,29,12,41,3,3,0,0,0,0,6,0,0,1,41,deter masc,3,fem noun,6,9,1,"""""""Female nouns = ['mother']""""""","""""""Male nouns = ['father']""""""",NaN,NaN,NaN,NaN
183,newsweek,https://www.newsweek.com/car-glamping-more-accessible-alternative-van-life-1552978,"""Is Car Glamping the More Accessible Alternative to Van Life?""",2020-12-08,666,1,0.150,travel,Erik Trinidad,male,None,"""{'his': 1}""",0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,deter masc,0,0,6,10,0,NaN,NaN,NaN,NaN,NaN,NaN
184,newsweek,https://www.newsweek.com/un-nuclear-weapons-ban-begins-nobel-biden-abandon-1563832,"""UN Nuclear Weapons Ban Begins, Nobel Winner Asks Joe Biden to Abandon Them""",2021-01-22,1273,22,1.728,world,Tom O'Connor,male,None,"""{'his': 6, 'he': 6, 'She': 5, 'she': 3, 'her': 2, 'United Kingdom': 1}""",8,6,2,6,0,0,0,0,0,0,36,27,9,27,0,0,0,0,0,0,0,0,0,0,36,pers pron fem,9,deter fem,6,11,0,NaN,NaN,NaN,NaN,NaN,NaN
185,newsweek,https://www.newsweek.com/british-health-service-nhs-sale-us-says-former-labour-leader-jeremy-corbyn-1563419,"""British Health Service NHS 'up for Sale to U.S.' Says Former Labour Leader Jeremy Corbyn""",2021-01-22,910,6,0.659,world,Zoe Drewett,female,None,"""{'he': 2, 'He': 2, 'her': 1, 'she': 1}""",1,4,1,0,0,0,0,0,0,0,17,67,17,0,0,0,0,0,0,0,0,0,0,0,67,per pron masc,17,pers pron fem,6,11,1,NaN,NaN,NaN,NaN,NaN,NaN
186,newsweek,https://www.newsweek.com/white-student-yells-teacher-blue-lives-matter-flag-classroom-1560865,"""Student Confronts Teacher for Having Blue Lives Matter Flag in Classroom""",2021-01-12,464,13,2.802,social science,James Crowley,male,None,"""{'his': 3, 'her': 3, 'he': 2, 'king': 1, 'she': 1, ""he's"": 1, 'mother': 1, 'him': 1}""",1,3,3,4,1,1,0,0,0,0,8,23,23,31,8,8,0,0,0,0,15,0,0,3,31,deter masc,8,pers pron fem,6,12,0,"""""""Female nouns = ['mother']""""""","""""""Male nouns = ['king']""""""",NaN,NaN,NaN,NaN
187,newsweek,https://www.newsweek.com/fact-check-does-bidens-executive-order-allow-transgender-athletes-compete-gender-their-1563790,"""Fact Check: Does Biden's Executive Order Allow Transgender Athletes to Compete With Gender of Their Choosing?""",2021-01-22,870,26,2.989,social science,Lauren Giella,female,None,"""{'women': 12, 'female': 7, 'male': 4, 'his': 1, 'girls': 1, 'men': 1}""",0,0,0,1,13,1,7,4,0,0,0,0,0,4,50,4,27,15,0,0,54,42,0,16,50,fem noun,4,deter masc,6,12,1,"""""""Female nouns = ['women', 'girls']""""""","""""""Male nouns = ['men']""""""","""""""Adjectives with femenine connotation = ['female']""""""","""""""Adjectives with masculine connotation = ['male']""""""",NaN,NaN
188,reuters,https://www.reuters.com/article/us-usa-stocks-weekahead/tech-shares-could-retake-market-reins-as-earnings-heat-up-idUSKBN29R2BI,"""Tech shares could retake market reins as earnings heat up""",2021-01-22,605,1,0.165,business,Lewis Krauskopf,male,"""NEW YORK (Reuters) - A bevy of major U.S. earnings reports next week led by Apple, Microsoft and Facebook could help technology and growth stocks reassert their dominance after a recent run by banks, energy and other potential beneficiaries of an economic reopening.""","""{'he': 1}""",0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,7,1,0,NaN,NaN,NaN,NaN,NaN,NaN
189,reuters,https://www.reuters.com/article/us-usa-economy/u-s-factory-activity-near-14-year-high-home-sales-rise-in-december-idUSKBN29R20E,"""U.S. factory activity near 14-year high, home sales rise in December""",2021-01-22,720,0,0.000,business,Lucia Mutikani,female,"""WASHINGTON (Reuters) - U.S. manufacturing activity surged to its highest level in nearly 14 years in early January, but bottlenecks in the supply chain caused by the COVID-19 pandemic are driving up prices and signaling a rise in inflation in the months ahead.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,7,1,1,0,0,0,0,0,0
190,reuters,https://www.reuters.com/article/us-pope-women/pope-in-new-decree-allows-more-roles-for-women-in-church-idUSKBN29G155,"""Pope, in new decree, allows more roles for women in Church""",2021-01-11,708,29,4.096,culture,Phillip Pullella,male,"""VATICAN CITY (Reuters) - Pope Francis, in another step towards greater equality for women in the Roman Catholic Church, on Monday changed its law to allow them to serve as readers at liturgies, altar servers and distributors of communion.""","""{'women': 9, 'pope': 3, 'priests': 3, 'he': 2, 'female': 2, 'bishops': 1, 'Lord': 1, 'Women': 1, 'Prince': 1, 'He has': 1, 'deacons': 1, 'Deacons': 1, 'men': 1, 'bishop': 1}""",0,3,0,0,10,13,2,0,0,1,0,10,0,0,34,45,7,0,0,3,79,7,3,15,45,masc noun,3,title masc,7,2,0,"""""""Female nouns = ['women', 'Women']""""""","""""""Male nouns = ['men', 'bishop', 'deacons', 'Deacons', 'bishop', 'priests', 'pope', 'bishops','Prince']""""""","""""""Adjectives with femenine connotation = ['female']""""""",NaN,NaN,"""""""Male titles = ['Lord']"""""""
191,reuters,https://www.reuters.com/article/us-usa-biden-fashion/pearls-purple-and-american-designers-mark-a-new-u-s-administration-idUSKBN29P2M6,"""Pearls, purple and American designers mark a new U.S. administration""",2021-01-20,356,17,4.775,culture,Michelle Nichols,female,"""NEW YORK (Reuters) - The United States’ peaceful transition of power included a spotlight on fashion on Wednesday, as President Joe Biden and Vice President Kamala Harris were sworn in at the U.S. Capitol, both sporting American designers.""","""{'her': 4, 'lady': 2, 'women': 2, 'sorority': 2, 'woman': 1, 'she': 1, 'she is': 1, 'husband': 1, 'sisterhood': 1, 'female': 1, 'Lady': 1}",2,0,4,0,8,1,1,0,1,0,12,0,24,0,47,6,6,0,6,0,53,6,6,11,47,fem noun,6,masc noun,7,2,1,"""""""Female nouns = ['women', 'woman', 'sorority', 'lady', 'sisterhood']""""""","""""""Male nouns = ['husband']""""""","""""""Adjectives with femenine connotation = ['female']""""""",NaN,"""""""Female titles = ['Lady']""""""",NaN
192,reuters,https://www.reuters.com/article/us-thailand-cannabis/thailand-serves-up-cannabis-cuisine-to-happy-customers-idUSKBN29K1LO,"""Thailand serves up cannabis cuisine to happy customers""",2021-01-15,263,1,0.380,food and drinks,Uarawee Kittisilpa,female,"""PRACHIN BURI, Thailand (Reuters) - “Giggling bread” and “joyfully dancing salad” aren’t the usual dishes on a menu in Thailand, but one eatery is hoping its cannabis-infused cuisine can lure foreign tourists and take the taboo out of the recently legalised leaf.""","""{'she': 1}""",1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,pers pron fem,0,0,7,3,1,NaN,NaN,NaN,NaN,NaN,NaN
193,reuters,https://www.reuters.com/article/idUSKBN29S079,"""Norway's capital tightens lockdown to combat more contagious virus variant""",2021-01-23,250,0,0.000,health,Nerijus Adomaitis,male,"""OSLO (Reuters) - Norway’s capital Oslo and nine neighboring municipalities imposed some of their toughest lockdown measures yet on Saturday after an outbreak of a more contagious coronavirus variant, first identified in Britain.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,7,4,0,0,0,0,0,0,0
194,reuters,https://www.reuters.com/article/idUSKBN29R2K9,"""California virus variant driving surge around LA, smell training advised for lingering problem""",2021-01-22,684,1,0.146,health,Nancy Lapid,female,"""(Reuters) - The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.""","""{'she': 1}""",1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,pers pron fem,0,0,7,4,1,NaN,NaN,NaN,NaN,NaN,NaN
195,reuters,https://www.reuters.com/article/us-crime-los-angeles-sheriff/california-opens-civil-rights-probe-into-los-angeles-sheriffs-department-idUSKBN29R2O5,"""California opens civil rights probe into Los Angeles Sheriff's Department""",2021-01-22,371,6,1.617,local news,Dan Whitcomb,male,"""LOS ANGELES (Reuters) - California’s top prosecutor opened an investigation on Friday into the scandal-plagued Los Angeles County Sheriff’s Department, probing accusations the agency had engaged in a long pattern of excessive force, illegal shootings and abuse of jail inmates.""","""{'he': 3, 'his': 2, 'man': 1}""",0,3,0,2,0,1,0,0,0,0,0,50,0,33,0,17,0,0,0,0,17,0,0,3,50,per pron masc,17,masc noun,7,5,0,NaN,"""""""Male nouns = ['man']""""""",NaN,NaN,NaN,NaN
196,reuters,https://www.reuters.com/article/idUSKBN27E2UJ,"""Hockney masterpiece goes on view ahead of auction""",2020-10-29,252,9,3.571,local news,Hanna Rantala,female,None,"""{'his': 4, 'he': 2, 'Chairwoman': 1, 'He was': 1, 'He': 1}""",0,4,0,4,1,0,0,0,0,0,0,44,0,44,11,0,0,0,0,0,11,0,0,2,44,per pron masc,11,fem noun,7,5,1,"""""""Female nouns = ['Chairwoman']""""""",NaN,NaN,NaN,NaN,NaN
197,reuters,https://www.reuters.com/article/us-palestinians-disabilities-karate/gaza-man-with-disabilities-conquers-karate-idUSKBN29J1F5,"""Gaza man with disabilities conquers karate""",2021-01-14,199,12,6.030,people,Nidal al-Mughrabi,male,None,"""{'his': 5, 'him': 2, 'he has': 2, 'he': 1, 'His': 1, 'He': 1}""",0,4,0,8,0,0,0,0,0,0,0,33,0,67,0,0,0,0,0,0,0,0,0,0,67,deter masc,33,per pron masc,7,6,0,NaN,NaN,NaN,NaN,NaN,NaN
198,reuters,https://www.reuters.com/article/us-netherlands-sexism-playingcards/king-toppled-from-throne-by-gender-neutral-card-deck-idUSKBN29O1KH,"""King toppled from throne by gender-neutral card deck""",2021-01-19,307,18,5.863,people,Esther Verkaik,female,None,"""{'she': 6, 'king': 3, 'queen': 3, 'her': 2, 'herself': 1, 'father': 1, 'men': 1, 'women': 1}""",6,0,3,0,4,5,0,0,0,0,33,0,17,0,22,28,0,0,0,0,50,0,0,8,33,pers pron fem,17,deter fem,7,6,1,"""""""Female nouns = ['women', 'queen']""""""","""""""Male nouns = ['men', 'father', 'king']""""""",NaN,NaN,NaN,NaN
199,reuters,https://www.reuters.com/article/us-silver-lake-new-zealand-rugby/silver-lake-in-talks-for-stake-in-new-zealands-all-blacks-source-idUSKBN29H05T,"""Silver Lake in talks for stake in New Zealand's All Blacks - source""",2021-01-12,267,1,0.375,sports,Paulina Duran,female,None,"""{'She': 1}""",1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,pers pron fem,0,0,7,8,1,NaN,NaN,NaN,NaN,NaN,NaN
200,reuters,https://www.reuters.com/article/us-china-huawei-tech-usa/huawei-founder-praises-u-s-tech-in-first-word-from-company-since-biden-inauguration-idUSKBN29R16N,"""Huawei founder praises U.S. tech in first word from company since Biden inauguration""",2021-01-22,295,0,0.000,technology,David Kirton,male,"""SHENZHEN, China (Reuters) - The United States remains a “beacon of technology” to be emulated and China’s Huawei Technology should consider cutting products in the wake of U.S. actions against it, the Chinese firm’s founder Ren Zhengfei said in remarks made public on Friday.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,7,9,0,0,0,0,0,0,0
201,reuters,https://www.reuters.com/article/us-alphabet-google-research/google-investigates-ethical-ai-team-member-over-handling-of-sensitive-data-idUSKBN29P0TW,"""Google investigates ethical AI team member over handling of sensitive data""",2021-01-20,242,3,1.240,technology,Maria Ponnezhath,female,None,"""{'her': 2, 'she was': 1}""",1,0,2,0,0,0,0,0,0,0,33,0,67,0,0,0,0,0,0,0,0,0,0,0,67,deter fem,33,pers pron fem,7,9,1,NaN,NaN,NaN,NaN,NaN,NaN
202,reuters,https://www.reuters.com/article/idUSKBN29R2EP,"""Travel group, airlines oppose quarantine for U.S.-bound air passengers""",2021-01-22,329,2,0.608,travel,David Shepardson,male,"""WASHINGTON (Reuters) - Groups representing the U.S. travel industry and airlines on Friday voiced opposition to mandatory quarantines for air passengers arriving in the United States from overseas a day after President Joe Biden signed an order to take that step.""","""{'His': 1, 'spokeswoman': 1}""",0,0,0,1,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,50,0,0,8,50,deter masc,50,deter masc,7,10,0,"""""""Female nouns = ['spokeswoman']""""""",NaN,NaN,NaN,NaN,NaN
203,reuters,https://www.reuters.com/article/idUSKBN28Y0QX,"""The blast that blew away Lebanon's faith in itself""",2020-12-24,1985,20,1.008,world,Samia Nakhoul,female,"""BEIRUT (Reuters) - They gather in groups, wearing black, in the shadow of buildings gutted by the explosion that shook this city on Aug. 4. Men, women and children from Christian and Muslim sects cradle portraits of their dead.""","""{'he': 4, 'his': 3, 'her': 2, 'daughter': 1, 'sisters': 1, 'brothers': 1, 'son': 1, 'brother': 1, 'She': 1, 'she': 1, 'husband': 1, 'mother': 1, 'girls': 1, 'he has': 1}""",2,5,2,3,4,4,0,0,0,0,10,25,10,15,20,20,0,0,0,0,40,0,0,7,25,per pron masc,10,pers pron fem,7,11,1,"""""""Female nouns = ['mother', 'daughter', 'girls', 'sisters']""""""","""""""Male nouns = ['husband', 'son', 'brother', 'brothers']""""""",NaN,NaN,NaN,NaN
204,the new york times,https://www.nytimes.com/2021/01/23/technology/uber-postmates-layoffs.html,"""Uber, After Buying Postmates, Lays Off More Than 180 Employees""",2021-01-23,496,2,0.403,business,Mike Isaac,male,None,"""'spokesman': 1, 'Mr': 1}""",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50,0,0,0,50,50,0,50,17,50,masc noun,50,masc noun,9,1,0,NaN,"""""""Male nouns = ['spokesman']""""""",NaN,NaN,NaN,"""""""Male titles = ['Mr']"""""""
205,the new york times,https://www.nytimes.com/2021/01/18/business/economy/full-unemployment-fiscal-policy.html,"""How Full Employment Became Washington’s Creed""",2021-01-18,1489,13,0.873,business,Jeanna Smialek,female,"""Policymakers are eager to return to the period of low unemployment that preceded the pandemic and are less concerned than in previous eras about sparking inflation and taking on debt.""","""{'his': 6, 'Mr': 5, 'He has': 1, 'he': 1}""",0,2,0,6,0,0,0,0,0,5,0,15,0,46,0,0,0,0,0,38,0,0,38,6,46,deter masc,15,per pron masc,9,1,1,NaN,NaN,NaN,NaN,NaN,NaN
206,the new york times,https://www.nytimes.com/2021/01/22/arts/music/salt-n-pepa-lifetime-biopic.html,"""Salt-N-Pepa, Hip-Hop Duo That Spoke Up for Women, Tells Its Own Story""",2021-01-22,1454,37,2.545,culture,Steve Knopper,male,"""In a new biopic for Lifetime that they helped executive produce, the rap group that got its start in 1980s New York traces its roots and its conflicts.""","""{'her': 10, 'women': 4, 'male': 3, 'Girl': 3, 'man': 2, 'his': 2, 'He': 2, 'boyfriend': 2, 'she was': 2, 'female': 1, 'Queen': 1, 'guy': 1, 'he': 1, 'mom': 1, 'girl': 1, 'men': 1}""",2,3,10,2,10,6,1,3,0,0,5,8,27,5,27,16,3,8,0,0,43,11,0,9,27,deter fem,3,adj fem,9,2,0,"""""""Female nouns = ['women', 'Queen', 'girl', 'Girl', 'mom']""""""","""""""Male nouns = ['men', 'man', 'guy', 'boyfriend']""""""","""""""Adjectives with femenine connotation = ['female']""""""","""""""Adjectives with masculine connotation = ['male']""""""",NaN,NaN
207,the new york times,https://www.nytimes.com/2021/01/22/dining/weeknight-chicken-sheet-pan.html,"""I Can’t Wait to Make This Chicken""",2021-01-22,392,2,0.510,food and drinks,Emily Weinstein,female,None,"""{'his': 1, 'she': 1}""",1,0,0,1,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,50,pers pron fem,50,pers pron fem,9,3,1,NaN,NaN,NaN,NaN,NaN,NaN
208,the new york times,https://www.nytimes.com/2021/01/23/us/los-angeles-crowded-covid.html,"""‘We Are Forced to Live in These Conditions’: In Los Angeles, Virus Ravages Overcrowded Homes""",2021-01-23,1718,77,4.482,local news,Tim Arango,male,"""Perhaps nowhere else in America can the unequal toll of the virus be felt more dramatically. Suburban sprawl and freeways demarcate the neighborhoods of the haves and the have-nots.""","""{'her': 17, 'she': 13, 'Ms': 13, 'Her': 5, 'his': 5, 'daughter': 4, 'son': 3, 'He has': 3, 'She': 3, 'he': 2, 'herself': 1, 'mother': 1, 'His': 1, 'wife': 1, 'Mr': 1, 'man': 1, 'father': 1, 'she is': 1, 'she does': 1}""",18,5,23,6,6,5,0,0,13,1,23,6,30,8,8,6,0,0,17,1,14,0,18,5,30,deter fem,1,title masc,9,5,0,"""""""Female nouns = ['wife', 'mother', 'daughter']""""""","""""""Male nouns = ['father', 'man', 'son']""""""",NaN,NaN,"""""""Female titles = ['Ms']""""""","""""""Male titles = ['Mr']"""""""
209,the new york times,https://www.nytimes.com/2021/01/23/opinion/sunday/kevin-cooper-dna.html?action=click&module=Opinion&pgtype=Homepage,"""Is an Innocent Man Still Languishing on Death Row?""",2021-01-23,2134,65,3.046,people,Nicholas Kristof,male,"""We’ve seen the DNA evidence in the Kevin Cooper case. It points elsewhere.""","""{'man': 15, 'he': 13, 'his': 10, 'him': 4, 'son': 2, 'He': 2, 'he was': 2, 'he is': 2, 'himself': 2, 'he’s': 2, 'her': 2, 'daughter': 1, 'men': 1, 'girlfriend': 1, 'She': 1, 'he has': 1, 'wife': 1, 'policeman': 1, 'she': 1, 'woman': 1}""",2,22,2,16,4,19,0,0,0,0,3,34,3,25,6,29,0,0,0,0,35,0,0,6,34,per pron masc,3,pers pron fem,9,6,0,"""""""Female nouns = ['wife', 'daughter', 'woman', 'girlfriend']""""""","""""""Male nouns = ['men', 'man', 'son', 'policeman']""""""",NaN,NaN,NaN,NaN
